company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,return_on_equity_pct_score,interest_coverage_score,asset_turnover_score,dividend_payout_ratio_score,debt_to_equity_score,overall_score,company_rank
BEL,Mar 2022,3478.260869565217,0.8405797101449275,371.55555555555554,94.28220858895706,1.9166666666666663,24.09002279712947,53.35719332383567,26.63628624701601,28.45991161616161,99.74726539054517,46.45813587493759,18.0
BEL,Mar 2021,3559.322033898305,0.8305084745762712,321.4,92.82236842105264,2.1904761904761907,24.51709853611868,52.83435838632335,26.223857209033675,28.46717171717171,99.75029347908627,46.358555865546734,19.0
HAL,Mar 2021,2249.305555555556,0.0416666666666666,20.00374531835206,123.02150537634408,0.9570855202222908,17.615196001418767,49.69252314519287,34.755613819243145,28.434468176672556,99.98747220685893,46.09705466987725,20.0
BAJAJ-AUTO,Mar 2017,22.843862007168457,0.0067204301075268,4429.0,1.0054071540807838,0.956116695268448,5.884945382316753,95.65308037110393,0.284044181311533,28.43444248813211,99.99797938820305,46.05089836221347,21.0
BAJAJ-AUTO,Mar 2017,22.843862007168457,0.0067204301075268,4429.0,1.0054071540807838,0.956116695268448,5.884945382316753,95.65308037110393,0.284044181311533,28.43444248813211,99.99797938820305,46.05089836221347,21.0
HAL,Mar 2023,3283.050847457627,0.2655367231638418,104.203125,99.36531365313652,0.5506797453106178,23.061546767509107,50.57024001876368,28.072347658171786,28.423692265974136,99.92016186066024,46.009597714215786,22.0
HAL,Mar 2020,2059.4202898550725,0.0144927536231884,13.5933147632312,123.95953757225432,1.3722730471498945,16.614773779021778,49.62569910104484,35.02062345842239,28.445476936856245,99.99564250673355,45.94044315641575,23.0
BAJAJ-AUTO,Mar 2014,33.24481164551982,0.0058030884233303,4163.0,1.3154559707342566,1.272189349112426,5.939743426355892,92.88022516418222,0.3716381097369409,28.442823202438582,99.99825520260768,45.526537021064264,24.0
BAJAJ-AUTO,Mar 2014,33.24481164551982,0.0058030884233303,4163.0,1.3154559707342566,1.272189349112426,5.939743426355892,92.88022516418222,0.3716381097369409,28.442823202438582,99.99825520260768,45.526537021064264,24.0
HAL,Mar 2017,1966.9172932330828,0.0150375939849624,202.25,105.58823529411764,1.1850152905198776,16.127416041613525,51.592306890440945,29.830426139813742,28.440511769066813,99.9954786911972,45.19722790642645,25.0
HAL,Mar 2019,1763.9097744360904,0.0601503759398496,25.8135593220339,114.33142857142856,1.1935208866155158,15.05785842023106,49.75308620162654,32.300523121342415,28.440737296236012,99.98191476478883,45.10682396084498,26.0
HAL,Mar 2024,3816.582914572864,0.6180904522613065,226.72093023255812,67.51333333333334,0.4081632653061224,25.872493337452095,51.847398417935565,19.073635408743527,28.419913419913414,99.81416057611825,45.00552023203257,27.0
